################################################################################
# HI-MaNGA: HI Followup for the MaNGA Survey
# Observed under code: AGBT17A_012
# Masters, K.L. et al. in prep.
################################################################################
# Telescope:   Robert C. Bryd Green Bank Telescope
# Beam Size FWHM [arcminutes]: 9.0 
# Object (MaNGA plate-ifu format): 8549-9102
# RA Dec (J2000): 16 05 10.2  +45 29 41
# Rest Frequency [MHz]:  1420.4058
# Central velocity [km/s]: 12850.2  
# Integration time [seconds]: 896.8   
# Date(s) of observations (UT): 2017-02-01 
####################################################################################
# ASCII Table
# Generated by N. Samanso  Fri Nov 22 16:09:30 2019
# The spectrum is baselined and Hanning smoothed
# Columns are: Velocity of HI (km/s), Flux (Jy), Pre-baseline subtracted flux (Jy)
####################################################################################
# vHI,fHI,fBHI
       10355.792      2.21012     0.702883
       10360.962      2.18842     0.693528
       10366.133      2.16739     0.684772
       10371.303      2.14830     0.677891
       10376.474      2.12891     0.670644
       10381.645      2.10695     0.660769
       10386.816      2.08512     0.650953
       10391.987      2.06496     0.642744
       10397.158      2.04506     0.634728
       10402.330      2.02591     0.627396
       10407.502      2.00698     0.620212
       10412.673      1.98604     0.610960
       10417.846      1.96668     0.603220
       10423.018      1.94939     0.597497
       10428.190      1.93102     0.590619
       10433.363      1.91162     0.582642
       10438.536      1.89253     0.574921
       10443.708      1.87480     0.568495
       10448.882      1.85570     0.560626
       10454.055      1.83618     0.552286
       10459.228      1.81796     0.545177
       10464.402      1.79980     0.538060
       10469.576      1.78266     0.531903
       10474.750      1.76534     0.525497
       10479.924      1.74727     0.518283
       10485.098      1.72962     0.511427
       10490.273      1.71322     0.505759
       10495.447      1.69740     0.500608
       10500.622      1.67995     0.493766
       10505.797      1.66129     0.485647
       10510.972      1.64436     0.479191
       10516.148      1.62982     0.475077
       10521.323      1.61414     0.469749
       10526.499      1.59625     0.462159
       10531.675      1.57799     0.454130
       10536.851      1.56063     0.446944
       10542.027      1.54361     0.440031
       10547.203      1.52551     0.431979
       10552.380      1.50930     0.425754
       10557.557      1.49609     0.422473
       10562.733      1.48168     0.417935
       10567.911      1.46516     0.411219
       10573.088      1.44918     0.404989
       10578.265      1.43450     0.399995
       10583.443      1.42001     0.395126
       10588.621      1.40477     0.389450
       10593.799      1.38908     0.383268
       10598.977      1.37397     0.377600
       10604.155      1.35910     0.372118
       10609.333      1.34442     0.366774
       10614.512      1.32954     0.361155
       10619.691      1.31514     0.355967
       10624.870      1.30302     0.353002
       10630.049      1.29014     0.349211
       10635.228      1.27589     0.343996
       10640.408      1.26159     0.338675
       10645.587      1.24596     0.331960
       10650.767      1.23109     0.325955
       10655.947      1.21843     0.322090
       10661.127      1.20677     0.319181
       10666.308      1.19449     0.315581
       10671.488      1.18031     0.310038
       10676.669      1.16608     0.304378
       10681.850      1.15338     0.300190
       10687.031      1.14074     0.296015
       10692.212      1.12816     0.291835
       10697.394      1.11616     0.288183
       10702.575      1.10244     0.282756
       10707.757      1.08896     0.277509
       10712.939      1.07747     0.274195
       10718.121      1.06554     0.270389
       10723.303      1.05408     0.267004
       10728.486      1.04240     0.263328
       10733.668      1.02942     0.258311
       10738.851      1.01683     0.253624
       10744.034      1.00488     0.249519
       10749.217     0.994030     0.246461
       10754.400     0.982461     0.242630
       10759.584     0.969842     0.237697
       10764.767     0.958964     0.234448
       10769.951     0.948556     0.231617
       10775.135     0.937300     0.227883
       10780.319     0.926139     0.224192
       10785.504     0.914719     0.220188
       10790.688     0.901888     0.214719
       10795.873     0.889937     0.210078
       10801.058     0.880462     0.207860
       10806.243     0.871510     0.206112
       10811.428     0.862714     0.204469
       10816.613     0.852096     0.200950
       10821.799     0.838874     0.194776
       10826.985     0.827870     0.190768
       10832.171     0.819680     0.189522
       10837.357     0.809360     0.186095
       10842.543     0.797021     0.180597
       10847.729     0.786499     0.176866
       10852.916     0.778291     0.175397
       10858.103     0.769605     0.173400
       10863.290     0.759417     0.169850
       10868.477     0.749850     0.166871
       10873.664     0.741114     0.164673
       10878.851     0.731852     0.161898
       10884.039     0.721986     0.158471
       10889.227     0.712260     0.155132
       10894.415     0.702940     0.152152
       10899.603     0.693724     0.149225
       10904.791     0.685583     0.147325
       10909.980     0.677868     0.145802
       10915.168     0.669464     0.143542
       10920.357     0.661387     0.141559
       10925.546     0.652660     0.138879
       10930.735     0.643113     0.135331
       10935.925     0.633881     0.132049
       10941.114     0.625419     0.129490
       10946.304     0.617900     0.127827
       10951.494     0.608572     0.124307
       10956.684     0.598958     0.120454
       10961.874     0.591992     0.119202
       10967.065     0.585295     0.118173
       10972.255     0.578709     0.117208
       10977.446     0.572259     0.116332
       10982.637     0.563865     0.113468
       10987.828     0.554059     0.109144
       10993.019     0.546207     0.106730
