################################################################################
# HI-MaNGA: HI Followup for the MaNGA Survey
# Observed under code: AGBT17A_012
# Masters, K.L. et al. in prep.
################################################################################
# Telescope:   Robert C. Bryd Green Bank Telescope
# Beam Size FWHM [arcminutes]: 9.0 
# Object (MaNGA plate-ifu format): 10492-3702
# RA Dec (J2000): 08 10 25.9  +57 45 09
# Rest Frequency [MHz]:  1420.4058
# Central velocity [km/s]: 5385.6   
# Integration time [seconds]: 896.5   
# Date(s) of observations (UT): 2018-12-24 
####################################################################################
# ASCII Table
# Generated by Anubhav Sharma  Tue Dec 31 11:17:30 2019
# The spectrum is baselined and Hanning smoothed
# Columns are: Velocity of HI (km/s), Flux (Jy), Pre-baseline subtracted flux (Jy)
####################################################################################
# vHI,fHI,fBHI
       3026.8429     -36.2294     0.641075
       3031.7717     -35.7146     0.643717
       3036.7006     -35.2046     0.647458
       3041.6298     -34.7037     0.648028
       3046.5591     -34.2115     0.645865
       3051.4885     -33.7200     0.648736
       3056.4181     -33.2334     0.652606
       3061.3479     -32.7563     0.652580
       3066.2778     -32.2849     0.652535
       3071.2079     -31.8169     0.654770
       3076.1381     -31.3550     0.656418
       3081.0685     -30.9009     0.655787
       3085.9991     -30.4523     0.655033
       3090.9298     -30.0075     0.655962
       3095.8607     -29.5674     0.657472
       3100.7918     -29.1343     0.657352
       3105.7230     -28.7060     0.657655
       3110.6544     -28.2825     0.658365
       3115.5859     -27.8662     0.656976
       3120.5176     -27.4545     0.656079
       3125.4494     -27.0470     0.656097
       3130.3814     -26.6439     0.656721
       3135.3136     -26.2457     0.657298
       3140.2460     -25.8549     0.655448
       3145.1785     -25.4683     0.654210
       3150.1111     -25.0836     0.655942
       3155.0439     -24.7031     0.658264
       3159.9769     -24.3286     0.659158
       3164.9100     -23.9606     0.658317
       3169.8433     -23.5973     0.657357
       3174.7768     -23.2373     0.657696
       3179.7104     -22.8818     0.658038
       3184.6442     -22.5312     0.657980
       3189.5781     -22.1845     0.658530
       3194.5122     -21.8417     0.659458
       3199.4465     -21.5041     0.659556
       3204.3809     -21.1718     0.658708
       3209.3155     -20.8426     0.659027
       3214.2503     -20.5170     0.659940
       3219.1852     -20.1967     0.659746
       3224.1202     -19.8805     0.659508
       3229.0555     -19.5688     0.658971
       3233.9908     -19.2626     0.656913
       3238.9264     -18.9593     0.655992
       3243.8621     -18.6569     0.658101
       3248.7980     -18.3593     0.659357
       3253.7340     -18.0670     0.659221
       3258.6702     -17.7776     0.659986
       3263.6066     -17.4926     0.660210
       3268.5431     -17.2128     0.658985
       3273.4797     -16.9356     0.658890
       3278.4166     -16.6608     0.660080
       3283.3536     -16.3904     0.660520
       3288.2907     -16.1239     0.660566
       3293.2280     -15.8605     0.661248
       3298.1655     -15.5997     0.662700
       3303.1032     -15.3432     0.663488
       3308.0410     -15.0907     0.663683
       3312.9789     -14.8418     0.663683
       3317.9171     -14.5968     0.663195
       3322.8553     -14.3564     0.661409
       3327.7938     -14.1194     0.659536
       3332.7324     -13.8839     0.659479
       3337.6711     -13.6498     0.661239
       3342.6101     -13.4180     0.663904
       3347.5492     -13.1902     0.665831
       3352.4884     -12.9662     0.666986
       3357.4278     -12.7466     0.666833
       3362.3674     -12.5309     0.665912
       3367.3071     -12.3165     0.666654
       3372.2470     -12.1050     0.667625
       3377.1871     -11.8990     0.665971
       3382.1273     -11.6965     0.663681
       3387.0677     -11.4957     0.662694
       3392.0082     -11.2970     0.662436
       3396.9489     -11.0999     0.663405
       3401.8898     -10.9058     0.664207
       3406.8308     -10.7167     0.662811
       3411.7720     -10.5294     0.662340
       3416.7133     -10.3424     0.664237
       3421.6548     -10.1584     0.665826
       3426.5965     -9.97880     0.665676
       3431.5383     -9.80317     0.664164
       3436.4803     -9.62838     0.664399
       3441.4224     -9.45520     0.665594
       3446.3647     -9.28723     0.664099
       3451.3072     -9.12186     0.662505
       3456.2498     -8.95680     0.663063
       3461.1926     -8.79339     0.664421
       3466.1356     -8.63179     0.666375
       3471.0787     -8.47337     0.667540
       3476.0220     -8.31956     0.666451
       3480.9654     -8.16900     0.664437
       3485.9090     -8.01849     0.664670
       3490.8528     -7.86947     0.665691
       3495.7967     -7.72457     0.664833
