################################################################################
# HI-MaNGA: HI Followup for the MaNGA Survey
# Observed under code: AGBT17A_012
# Masters, K.L. et al. in prep.
################################################################################
# Telescope:   Robert C. Bryd Green Bank Telescope
# Beam Size FWHM [arcminutes]: 9.0 
# Object (MaNGA plate-ifu format): 8943-12702
# RA Dec (J2000): 10 24 40.8  +36 00 27
# Rest Frequency [MHz]:  1420.4058
# Central velocity [km/s]: 13035.3  
# Integration time [seconds]: 896.5   
# Date(s) of observations (UT): 2017-01-22 
####################################################################################
# ASCII Table
# Generated by N. Samanso  Fri Nov 22 16:10:10 2019
# The spectrum is baselined and Hanning smoothed
# Columns are: Velocity of HI (km/s), Flux (Jy), Pre-baseline subtracted flux (Jy)
####################################################################################
# vHI,fHI,fBHI
       10537.927     0.515864    0.0658355
       10543.104     0.509006    0.0647579
       10548.280     0.501809    0.0632833
       10553.457     0.494705    0.0618440
       10558.634     0.488594    0.0613418
       10563.811     0.481839    0.0601388
       10568.988     0.473869    0.0576647
       10574.165     0.468105    0.0573403
       10579.343     0.463670    0.0582903
       10584.520     0.457130    0.0570807
       10589.698     0.449470    0.0546973
       10594.876     0.442536    0.0529855
       10600.054     0.437464    0.0530818
       10605.233     0.432798    0.0535311
       10610.411     0.427108    0.0529035
       10615.590     0.421470    0.0522754
       10620.769     0.415803    0.0515667
       10625.948     0.410518    0.0511883
       10631.127     0.404808    0.0503339
       10636.306     0.398356    0.0486864
       10641.486     0.393317    0.0484015
       10646.666     0.388168    0.0479566
       10651.846     0.382426    0.0468695
       10657.026     0.377322    0.0463705
       10662.206     0.371659    0.0452639
       10667.386     0.365538    0.0436504
       10672.567     0.360310    0.0428821
       10677.748     0.355884    0.0428680
       10682.929     0.351319    0.0426683
       10688.110     0.345702    0.0413683
       10693.291     0.339772    0.0397092
       10698.473     0.335001    0.0391636
       10703.654     0.331123    0.0394641
       10708.836     0.326436    0.0389101
       10714.018     0.320478    0.0370400
       10719.200     0.315079    0.0356833
       10724.383     0.309623    0.0342265
       10729.565     0.305030    0.0335878
       10734.748     0.303336    0.0358042
       10739.931     0.301207    0.0375421
       10745.114     0.296439    0.0365983
       10750.297     0.290408    0.0343491
       10755.480     0.284466    0.0321464
       10760.664     0.280306    0.0316827
       10765.848     0.277552    0.0325846
       10771.032     0.273129    0.0317750
       10776.216     0.267226    0.0294453
       10781.400     0.262975    0.0287256
       10786.584     0.260356    0.0295987
       10791.769     0.257401    0.0300952
       10796.954     0.254315    0.0304212
       10802.139     0.250317    0.0297963
       10807.324     0.245219    0.0280314
