################################################################################
# HI-MaNGA: HI Followup for the MaNGA Survey
# Observed under code: AGBT20B_033
# Masters, K.L. et al. in prep.
################################################################################
# Telescope:   Robert C. Bryd Green Bank Telescope
# Beam Size FWHM [arcminutes]: 9.0 
# Object (MaNGA plate-ifu format): 11830-12705
# RA Dec (J2000): 13 11 41.2  +50 14 51
# Rest Frequency [MHz]:  1420.4058
# Central velocity [km/s]: 4760.9   
# Integration time [seconds]: 896.8   
# Date(s) of observations (UT): 2021-05-02 
####################################################################################
# ASCII Table
# Generated by Karen L. Masters  Sat Oct 16 16:29:26 2021
# The spectrum is baselined and Hanning smoothed
# Columns are: Velocity of HI (km/s), Flux (Jy), Pre-baseline subtracted flux (Jy)
####################################################################################
# vHI,fHI,fBHI
       2411.5811    0.0647287   0.00244162
       2416.4902    0.0633389   0.00149066
       2421.3996    0.0626290   0.00121742
       2426.3090    0.0627235   0.00174646
       2431.2187    0.0619297   0.00138497
       2436.1285    0.0612972   0.00118274
       2441.0384    0.0616557   0.00196931
       2445.9485    0.0614891   0.00222860
       2450.8588    0.0615498   0.00271313
       2455.7692    0.0617465   0.00333141
       2460.6798    0.0615210   0.00352552
       2465.5906    0.0609440   0.00336587
       2470.5015    0.0603830   0.00322028
       2475.4126    0.0602112   0.00346168
       2480.3238    0.0593593   0.00302089
       2485.2352    0.0587185   0.00278913
       2490.1467    0.0583734   0.00285100
       2495.0584    0.0573591   0.00224161
       2499.9703    0.0565390   0.00182435
       2504.8823    0.0559561   0.00164231
       2509.7945    0.0559370   0.00202193
       2514.7069    0.0561977   0.00267931
       2519.6194    0.0553271   0.00220332
       2524.5320    0.0542049   0.00147376
       2529.4449    0.0535581   0.00121756
       2534.3578    0.0527708  0.000818836
       2539.2710    0.0532688   0.00170340
       2544.1843    0.0543574   0.00317659
       2549.0978    0.0540797   0.00328144
       2554.0114    0.0532367   0.00281893
       2558.9252    0.0531670   0.00312790
       2563.8391    0.0537236   0.00406105
       2568.7532    0.0532526   0.00396472
       2573.6675    0.0517359   0.00282064
       2578.5819    0.0509721   0.00242754
       2583.4965    0.0508664   0.00269062
       2588.4112    0.0495504   0.00174141
       2593.3261    0.0482892  0.000845111
       2598.2412    0.0476912  0.000610030
       2603.1564    0.0475631  0.000842916
       2608.0718    0.0488186   0.00245754
       2612.9873    0.0487809   0.00277701
       2617.9030    0.0477852   0.00213663
       2622.8189    0.0481132   0.00281798
       2627.7349    0.0475218   0.00257799
       2632.6511    0.0466636   0.00206942
       2637.5675    0.0467224   0.00247590
       2642.4840    0.0458361   0.00193538
       2647.4006    0.0451010   0.00154427
       2652.3174    0.0447794   0.00156477
       2657.2344    0.0444083   0.00153385
       2662.1516    0.0444733   0.00193730
       2667.0689    0.0447585   0.00255901
       2671.9863    0.0442380   0.00237318
       2676.9039    0.0425360   0.00100406
       2681.8217    0.0420866  0.000885759
       2686.7397    0.0422610   0.00138935
       2691.6578    0.0416275   0.00108324
       2696.5760    0.0412159  0.000997314
       2701.4944    0.0410182   0.00112340
       2706.4130    0.0419510   0.00237815
       2711.3318    0.0430544   0.00380181
       2716.2507    0.0420256   0.00309147
       2721.1697    0.0410839   0.00246644
       2726.0889    0.0420319   0.00372929
       2731.0083    0.0419249   0.00393543
       2735.9278    0.0395129   0.00183481
       2740.8475    0.0376243  0.000255832
       2745.7674    0.0380647   0.00100411
       2750.6874    0.0393707   0.00261625
       2755.6076    0.0393121   0.00286209
       2760.5279    0.0381113   0.00196394
       2765.4484    0.0372051   0.00135873
       2770.3691    0.0379189   0.00237179
       2775.2899    0.0396360   0.00438638
       2780.2109    0.0401083   0.00515450
       2785.1320    0.0390089   0.00434930
       2790.0533    0.0379471   0.00357989
       2794.9748    0.0376679   0.00359145
       2799.8964    0.0370891   0.00330181
       2804.8182    0.0364806   0.00298068
       2809.7401    0.0359013   0.00268715
       2814.6622    0.0350335   0.00210343
       2819.5845    0.0342522   0.00160460
       2824.5069    0.0340668   0.00170001
       2829.4295    0.0349424   0.00285469
       2834.3522    0.0352893   0.00347910
       2839.2751    0.0350466   0.00351232
       2844.1982    0.0350566   0.00379655
       2849.1214    0.0344425   0.00345514
       2854.0448    0.0326652   0.00194878
       2858.9684    0.0307142  0.000267220
       2863.8921    0.0300724 -0.000106793
       2868.8159    0.0306312  0.000718319
       2873.7399    0.0313140   0.00166571
       2878.6641    0.0319838   0.00259859
       2883.5885    0.0328427   0.00371893
       2888.5130    0.0326314   0.00376753
       2893.4376    0.0315831   0.00297758
       2898.3625    0.0318394   0.00349069
       2903.2874    0.0322831   0.00418959
       2908.2126    0.0308559   0.00301602
       2913.1379    0.0296937   0.00210603
       2918.0634    0.0296808   0.00234366
       2922.9890    0.0284020   0.00131396
       2927.9148    0.0273590  0.000518510
       2932.8407    0.0279996   0.00140508
       2937.7668    0.0282776   0.00192757
       2942.6931    0.0277225   0.00161555
       2947.6195    0.0271038   0.00123830
       2952.5461    0.0271922   0.00156676
       2957.4728    0.0277157   0.00232874
       2962.3997    0.0276402   0.00249023
       2967.3268    0.0267639   0.00184951
       2972.2540    0.0254974  0.000817072
       2977.1814    0.0244478  5.47152e-08
       2982.1090    0.0243839  0.000167265
       2987.0367    0.0247285  0.000741649
       2991.9646    0.0252734   0.00151470
       2996.8926    0.0263868   0.00285488
       3001.8208    0.0260815   0.00277502
       3006.7491    0.0245285   0.00144591
       3011.6776    0.0243509   0.00149081
       3016.6063    0.0247821   0.00214307
       3021.5352    0.0240314   0.00161202
       3026.4641    0.0234395   0.00123835
       3031.3933    0.0230111   0.00102678
       3036.3226    0.0219302  0.000161304
       3041.2521    0.0222797  0.000724764
       3046.1817    0.0233828   0.00204050
       3051.1115    0.0232394   0.00210841
       3056.0415    0.0231185   0.00219738
       3060.9716    0.0228116   0.00209899
       3065.9019    0.0223718   0.00186624
       3070.8323    0.0235972   0.00329744
       3075.7629    0.0236237   0.00352841
       3080.6937    0.0216389   0.00174660
       3085.6246    0.0212432   0.00155261
       3090.5557    0.0220382   0.00254799
       3095.4869    0.0224885   0.00319734
       3100.4183    0.0215095   0.00241602
       3105.3499    0.0199105   0.00101341
       3110.2816    0.0207997   0.00209770
       3115.2135    0.0221708   0.00366259
       3120.1455    0.0213694   0.00305362
       3125.0777    0.0205238   0.00239911
       3130.0101    0.0200302   0.00209534
       3134.9426    0.0190797   0.00133338
       3139.8753    0.0183759  0.000816865
       3144.8081    0.0192117   0.00183863
